Complaint ID,Complaint Text,Category
2484,The app is running very slow while loading the home page.,Promo Code Not Applied
2485,Paytm - Refund has not been processed even after several days.,App Crash Issue
2486,The app failed to update wallet balance after payment.,App Crash Issue
2487,The promo code was rejected even though it was valid.,Failed Transaction
2488,UPI transaction shows success but the recipient did not receive the money.,Wallet Balance Issue
2489,The app takes too long to load transaction history.,App Crash Issue
2490,Duplicate payment was processed for the same bill.,Account Blocked
2491,The wallet balance is not updating after adding money.,Promo Code Not Applied
2492,Refund processed partially instead of full amount.,App Crash Issue
2493,Paytm - The app is running very slow while loading the home page.,Slow App Performance
2494,Paytm - The app failed to update wallet balance after payment.,QR Code Not Scanning
2495,Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
2496,Paytm - My promo code was not applied during the transaction.,Promo Code Not Applied
2497,Refund has not been processed even after several days.,Incorrect Bill Payment
2498,The wallet was debited twice for a single payment.,Payment Gateway Error
2499,Customer support closed the complaint without solving the issue.,Wallet Balance Issue
2500,The payment reversal has not been processed yet.,Refund Delay
2501,Paytm - The card linking process is stuck and does not complete.,Slow App Performance
2502,Unable to complete KYC verification on Paytm app.,Money Deducted Without Confirmation
2503,Duplicate payment was processed for the same bill.,Refund Delay
2504,My promo code was not applied during the transaction.,Duplicate Transaction
2505,My Paytm account is blocked without any explanation.,Money Deducted Without Confirmation
2506,Paytm - The transaction failed but the refund has not yet been processed.,UPI Transfer Failure
2507,The payment reversal has not been processed yet.,Card Linking Issue
2508,Unable to complete KYC verification on Paytm app.,Account Blocked
2509,The payment reversal has not been processed yet.,UPI Transfer Failure
2510,Paytm - QR code scanning is not working properly with the latest app version.,Incorrect Bill Payment
2511,I am not able to log in to my Paytm account.,Customer Support Delay
2512,Paytm - The app takes too long to load transaction history.,Wallet Balance Issue
2513,I am not able to log in to my Paytm account.,Payment Reversal Issue
2514,The app is running very slow while loading the home page.,Card Linking Issue
2515,Duplicate payment was processed for the same bill.,KYC Issues
2516,Recharge amount was deducted but the service was not activated.,Payment Reversal Issue
2517,Paytm - Bill payment failed but the amount was still deducted.,Customer Support Delay
2518,The wallet balance is not updating after adding money.,Incorrect Bill Payment
2519,Paytm - Unable to set UPI PIN due to app crash during verification.,Failed Transaction
2520,Customer support is not responding to my complaint.,Failed Transaction
2521,Paytm - The app is running very slow while loading the home page.,Money Deducted Without Confirmation
2522,Paytm - The QR code is not scanning properly at the merchant location.,QR Code Not Scanning
2523,The wallet was debited twice for a single payment.,Customer Support Delay
2524,UPI transaction shows success but the recipient did not receive the money.,Incorrect Bill Payment
2525,QR code scanning is not working properly with the latest app version.,Card Linking Issue
2526,Unable to set UPI PIN due to app crash during verification.,App Login Failure
2527,Incorrect bill payment recorded despite entering correct details.,Incorrect Bill Payment
2528,The app is frequently logging me out during payment.,UPI Transfer Failure
2529,The app takes too long to load transaction history.,App Login Failure
2530,Paytm - Unable to set UPI PIN due to app crash during verification.,Refund Delay
2531,Transaction details disappeared from my history after payment.,Promo Code Not Applied
2532,Unable to link my debit card to the Paytm app.,App Crash Issue
2533,UPI transfer failed but money was deducted from my account.,UPI Transfer Failure
2534,My Paytm account is blocked without any explanation.,Wallet Balance Issue
2535,The app takes too long to load transaction history.,Promo Code Not Applied
2536,Paytm - Bill payment failed but the amount was still deducted.,Merchant Payment Failure
2537,Transaction failed but the amount was deducted from my bank account.,Incorrect Bill Payment
2538,The wallet top-up was not reflected in my balance.,Promo Code Not Applied
2539,My Paytm account is blocked without any explanation.,Card Linking Issue
2540,UPI transaction shows success but the recipient did not receive the money.,Incorrect Recharge
2541,Bill payment failed but the amount was still deducted.,App Crash Issue
2542,Refund processed partially instead of full amount.,Slow App Performance
2543,Unable to link my debit card to the Paytm app.,KYC Issues
2544,Unable to link my debit card to the Paytm app.,Incorrect Bill Payment
2545,Paytm - Duplicate payment was processed for the same bill.,KYC Issues
2546,KYC verification keeps getting rejected without clear reason.,Incorrect Bill Payment
2547,Paytm - Merchant payment failed but wallet shows balance deduction.,Incorrect Recharge
2548,Payment to merchant failed but wallet balance was deducted.,QR Code Not Scanning
2549,QR code scanning is not working properly with the latest app version.,Slow App Performance
2550,The Paytm app keeps crashing while making payments.,App Crash Issue
2551,Transaction details disappeared from my history after payment.,Card Linking Issue
2552,The app failed to update wallet balance after payment.,Merchant Payment Failure
2553,QR code scanning is not working properly with the latest app version.,Failed Transaction
2554,Payment to merchant failed but wallet balance was deducted.,App Login Failure
2555,Paytm - The wallet balance is not updating after adding money.,Account Blocked
2556,Merchant payment failed but wallet shows balance deduction.,Incorrect Bill Payment
2557,The wallet top-up was not reflected in my balance.,Merchant Payment Failure
2558,Paytm - Bill payment failed but the amount was still deducted.,Refund Delay
2559,The Paytm app keeps crashing while making payments.,Payment Gateway Error
2560,Paytm - UPI transfer failed but money was deducted from my account.,UPI Transfer Failure
2561,The card linking process is stuck and does not complete.,Failed Transaction
2562,KYC verification keeps getting rejected without clear reason.,Account Blocked
2563,Payment to merchant failed but wallet balance was deducted.,Incorrect Recharge
